prev_comm,prio,timeslice
chromium:gdrv0,120,19286
chromium:gl0,120,192859
stress-ng-cpu,120,2042361
stress-ng-cpu,120,2071787
surface-HDMI-A-,120,56769
chromium,120,68992
stress-ng-cpu,120,1965985
cosmic-com:cs0,120,21381
stress-ng-cpu,120,17193
stress-ng-cpu,120,128927
kworker/u96:3,120,29226
stress-ng-cpu,120,31761
surface-HDMI-A-,120,30649
chromium:gdrv0,120,22143
stress-ng-cpu,120,18986
cosmic-com:cs0,120,17444
stress-ng-cpu,120,16271
kworker/u96:3,120,12073
stress-ng-cpu,120,18546
surface-HDMI-A-,120,18616
stress-ng-cpu,120,25809
cosmic-com:cs0,120,19177
kworker/u96:3,120,3096
stress-ng-cpu,120,45658
stress-ng-cpu,120,3306
stress-ng-cpu,120,23145
kworker/u96:3,120,8597
chromium:gdrv0,120,18194
chromium:gl0,120,131792
stress-ng-cpu,120,132634
kworker/u96:3,120,2795
chromium,120,151460
stress-ng-cpu,120,16380054
surface-HDMI-A-,120,219230
stress-ng-cpu,120,239348
chromium:gdrv0,120,26771
stress-ng-cpu,120,164505
chromium:cs0,120,26871
kworker/u96:3,120,5771
stress-ng-cpu,120,9016414
cosmic-comp,120,104570
stress-ng-cpu,120,14728
chromium:gdrv0,120,17905
chromium,120,33163
chromium:gl0,120,186257
chromium,120,90303
kworker/u98:0,120,288483
stress-ng-cpu,120,143936
chromium:gdrv0,120,17674
stress-ng-cpu,120,50907
chromium:gdrv0,120,20138
chromium:cs0,120,2254
chromium:gdrv0,120,2334
chromium:gl0,120,127484
stress-ng-cpu,120,282841
chromium:cs0,120,16732
chromium,120,11562
kworker/u96:3,120,4879
chromium:gdrv0,120,6191
chromium,120,7364
chromium,120,172871
stress-ng-cpu,120,254227
kworker/u96:3,120,2535
stress-ng-cpu,120,263605
chromium:gdrv0,120,22232
stress-ng-cpu,120,47230
chromium:gdrv0,120,17623
chromium:gl0,120,206065
stress-ng-cpu,120,145779
kworker/u96:3,120,2395
stress-ng-cpu,120,2418080
chromium,120,87809
VizCompositorTh,120,41650
stress-ng-cpu,120,145308
chromium:gdrv0,120,17984
stress-ng-cpu,120,78190
stress-ng-cpu,120,64263
Chrome_ChildIOT,120,19176
Compositor,120,110662
chromium:gdrv0,120,18466
VizCompositorTh,120,14949
chromium:gl0,120,141241
ThreadPoolForeg,120,19568
Compositor,120,11072
chromium,120,166529
chromium:gl0,120,3026
chromium,120,2305
chromium:gl0,120,2545
chromium,120,25840
chromium:gl0,120,36690
chromium,120,2174
chromium:gl0,120,2315
chromium,120,25609
chromium:gl0,120,36660
chromium,120,2144
chromium:gl0,120,2395
chromium,120,22483
stress-ng-cpu,120,357434
chromium:gdrv0,120,17374
chromium:gl0,120,34527
chromium,120,2024
chromium:gl0,120,2405
chromium,120,17784
stress-ng-cpu,120,77308
chromium:gdrv0,120,17894
stress-ng-cpu,120,51108
chromium:gdrv0,120,17934
stress-ng-cpu,120,51278
chromium:gdrv0,120,17684
chromium:gl0,120,222927
stress-ng-cpu,120,2997820
chromium,120,167801
chromium:gl0,120,2625
chromium,120,2054
chromium:gl0,120,2314
chromium,120,21762
chromium:gl0,120,32863
chromium,120,2034
chromium:gl0,120,2435
chromium,120,21842
chromium:gl0,120,32843
chromium,120,2044
chromium:gl0,120,2284
chromium,120,8175
stress-ng-cpu,120,332778
chromium:gdrv0,120,18756
stress-ng-cpu,120,51469
chromium:gdrv0,120,18245
stress-ng-cpu,120,52060
chromium:gdrv0,120,20399
chromium:cs0,120,2294
chromium:gdrv0,120,2475
stress-ng-cpu,120,1321781
chromium:cs0,120,17344
chromium:gdrv0,120,7234
kworker/u96:3,120,24417
stress-ng-cpu,120,20038
chromium:gl0,120,225281
chromium,120,6602
chromium:gdrv0,120,20790
chromium,120,15190
chromium,120,65816
stress-ng-cpu,120,1275923
Chrome_ChildIOT,120,22954
Chrome_ChildIOT,120,34126
Chrome_ChildIOT,120,13425
stress-ng-cpu,120,361332
kworker/u96:3,120,6593
stress-ng-cpu,120,132474
kworker/u96:3,120,3036
stress-ng-cpu,120,425445
Chrome_ChildIOT,120,24407
Chrome_ChildIOT,120,32652
Chrome_ChildIOT,120,17052
stress-ng-cpu,120,435524
Chrome_ChildIOT,120,23414
Chrome_ChildIOT,120,36510
Chrome_ChildIOT,120,16752
chromium,120,1382117
chromium:gl0,120,51609
chromium,120,214791
stress-ng-cpu,120,1796499
chromium:gdrv0,120,20589
stress-ng-cpu,120,46479
chromium:gdrv0,120,21281
chromium:cs0,120,4078
chromium:gdrv0,120,2294
chromium:gl0,120,188972
chromium:cs0,120,17674
stress-ng-cpu,120,1434447
chromium:gdrv0,120,3878
kworker/u96:3,120,30218
chromium,120,48794
stress-ng-cpu,120,70785
chromium:gdrv0,120,21861
stress-ng-cpu,120,44996
chromium:gl0,120,97476
chromium,120,6051
chromium:gdrv0,120,21250
chromium,120,16231
stress-ng-cpu,120,152983
kworker/u96:3,120,5270
chromium,120,153885
stress-ng-cpu,120,238547
chromium:gdrv0,120,19738
stress-ng-cpu,120,47811
chromium:gdrv0,120,20138
chromium:gl0,120,194993
stress-ng-cpu,120,2990826
chromium,120,69092
stress-ng-cpu,120,52381
stress-ng-cpu,120,123035
chromium:gdrv0,120,19197
stress-ng-cpu,120,46569
chromium:gl0,120,97105
chromium,120,7425
chromium:gdrv0,120,21080
chromium,120,13706
chromium,120,151510
stress-ng-cpu,120,233617
chromium:gdrv0,120,19608
stress-ng-cpu,120,47281
chromium:gdrv0,120,18917
chromium:gl0,120,194433
chromium,120,5170
chromium:gl0,120,2795
chromium,120,2655
stress-ng-cpu,120,67950
chromium:gl0,120,36320
chromium:gdrv0,120,18956
chromium,120,21340
chromium:gl0,120,3647
chromium,120,2274
chromium:gl0,120,32402
chromium,120,22844
chromium:gl0,120,3637
chromium,120,2284
stress-ng-cpu,120,113388
chromium:gl0,120,33855
chromium:gdrv0,120,19097
chromium,120,65526
chromium:gl0,120,3667
chromium,120,2234
chromium:gl0,120,32642
chromium,120,23064
chromium:gl0,120,3858
stress-ng-cpu,120,2100753
Chrome_ChildIOT,120,23756
Chrome_ChildIOT,120,33675
Chrome_ChildIOT,120,25028
Chrome_ChildIOT,120,31340
Chrome_ChildIOT,120,16321
stress-ng-cpu,120,5374711
stress-ng-cpu,120,906635
Chrome_ChildIOT,120,22804
Compositor,120,136461
Chrome_ChildIOT,120,36760
Chrome_ChildIOT,120,16571
ThreadPoolForeg,120,60375
stress-ng-cpu,120,90052
Compositor,120,88429
Chrome_ChildIOT,120,21792
Chrome_ChildIOT,120,32763
Chrome_ChildIOT,120,23585
Chrome_ChildIOT,120,38003
stress-ng-cpu,120,149386
Chrome_ChildIOT,120,39516
stress-ng-cpu,120,38373
Compositor,120,65566
Chrome_ChildIOT,120,30769
stress-ng-cpu,120,102336
Compositor,120,38384
stress-ng-cpu,120,93149
VizCompositorTh,120,229259
Chrome_ChildIOT,120,32652
Compositor,120,39656
Chrome_ChildIOT,120,35318
stress-ng-cpu,120,335693
Chrome_ChildIOT,120,36029
stress-ng-cpu,120,3001437
Chrome_ChildIOT,120,33084
stress-ng-cpu,120,432989
Chrome_ChildIOT,120,30268
Chrome_ChildIOT,120,31701
stress-ng-cpu,120,445353
Chrome_ChildIOT,120,23405
chromium,120,3168858
Chrome_ChildIOT,120,39426
stress-ng-cpu,120,13666
Chrome_ChildIOT,120,12765
chromium,120,137283
stress-ng-cpu,120,3471708
chromium:gdrv0,120,20970
stress-ng-cpu,120,45217
chromium:gdrv0,120,20559
stress-ng-cpu,120,44665
chromium:gl0,120,192398
chromium:gdrv0,120,16602
chromium:cs0,120,3888
chromium:gdrv0,120,2295
chromium:cs0,120,19157
stress-ng-cpu,120,4713806
chromium:gdrv0,120,13837
kworker/u96:3,120,31651
chromium,120,75064
stress-ng-cpu,120,97627
chromium:gl0,120,74122
chromium:gdrv0,120,21471
stress-ng-cpu,120,28715
chromium,120,53062
chromium:gl0,120,2324
stress-ng-cpu,120,148956
chromium:cs0,120,20820
chromium,120,17404
kworker/u96:3,120,8226
stress-ng-cpu,120,371040
kworker/u96:3,120,5250
stress-ng-cpu,120,2443749
stress-ng-cpu,120,78580
kworker/u96:3,120,4799
Compositor,120,25689
stress-ng-cpu,120,529574
chromium,120,534754
stress-ng-cpu,120,90543
chromium:cs0,120,30548
chromium,120,25028
kworker/u96:3,120,26291
stress-ng-cpu,120,77298
kworker/u96:3,120,4148
chromium,120,199232
stress-ng-cpu,120,307950
chromium:gdrv0,120,30739
chromium:cs0,120,3647
chromium:gdrv0,120,2244
stress-ng-cpu,120,256982
chromium:cs0,120,17604
chromium:gdrv0,120,3677
stress-ng-cpu,120,12694
kworker/u96:3,120,26150
chromium:gdrv0,120,22864
chromium:gl0,120,229530
stress-ng-cpu,120,89982
kworker/u96:3,120,4729
chromium,120,90984
stress-ng-cpu,120,146731
chromium:gdrv0,120,20490
stress-ng-cpu,120,51178
chromium:gdrv0,120,20650
chromium:gl0,120,137112
chromium,120,168903
stress-ng-cpu,120,2998792
stress-ng-cpu,120,274145
chromium:gdrv0,120,21130
stress-ng-cpu,120,46489
chromium:gdrv0,120,21311
chromium:gl0,120,204181
chromium,120,59805
stress-ng-cpu,120,112385
chromium:gdrv0,120,20609
stress-ng-cpu,120,46379
chromium:gl0,120,98449
chromium:gdrv0,120,20550
chromium,120,163123
stress-ng-cpu,120,219180
chromium:gdrv0,120,26461
stress-ng-cpu,120,41990
chromium:gdrv0,120,20960
chromium:gl0,120,191297
chromium,120,71146
stress-ng-cpu,120,124939
chromium:gdrv0,120,20780
stress-ng-cpu,120,47491
chromium:gdrv0,120,20981
chromium:gl0,120,130420
chromium,120,200204
stress-ng-cpu,120,69523
stress-ng-cpu,120,287420
chromium:gdrv0,120,11733
chromium:cs0,120,4028
chromium:gdrv0,120,2435
stress-ng-cpu,120,1585616
chromium:cs0,120,19227
kworker/u96:3,120,26470
chromium:gl0,120,190475
chromium,120,65495
chromium:gl0,120,98238
chromium,120,35017
stress-ng-cpu,120,3471858
Chrome_ChildIOT,120,26961
Chrome_ChildIOT,120,38203
stress-ng-cpu,120,360110
Chrome_ChildIOT,120,27412
kworker/u96:3,120,9107
Chrome_ChildIOT,120,37683
Chrome_ChildIOT,120,17684
stress-ng-cpu,120,800383
stress-ng-cpu,120,389396
Chrome_ChildIOT,120,25729
chromium:gdrv0,120,72058
chromium,120,598817
stress-ng-cpu,120,29476
Chrome_ChildIOT,120,35187
chromium:cs0,120,19627
stress-ng-cpu,120,527851
kworker/u96:3,120,30538
chromium,120,187028
stress-ng-cpu,120,157282
kworker/u96:3,120,5460
stress-ng-cpu,120,223027
chromium:gdrv0,120,23785
stress-ng-cpu,120,45617
chromium:gdrv0,120,21331
chromium:gl0,120,200884
chromium,120,79252
stress-ng-cpu,120,133035
chromium:gdrv0,120,21371
stress-ng-cpu,120,47821
chromium:gl0,120,100934
chromium:gdrv0,120,21240
chromium,120,171699
stress-ng-cpu,120,227305
chromium:gdrv0,120,21741
stress-ng-cpu,120,47340
chromium:gdrv0,120,21030
stress-ng-cpu,120,2998351
chromium:gl0,120,200795
chromium,120,71477
stress-ng-cpu,120,135871
chromium:gdrv0,120,21662
stress-ng-cpu,120,54474
chromium:gl0,120,110201
chromium:gdrv0,120,21591
chromium,120,180575
stress-ng-cpu,120,237996
notify-rs debou,120,19066
chromium:gdrv0,120,21541
stress-ng-cpu,120,49815
chromium:gdrv0,120,21010
chromium:gl0,120,199572
chromium,120,176548
stress-ng-cpu,120,2904061
Chrome_ChildIOT,120,45367
Chrome_ChildIOT,120,51088
cosmic-panel,120,22744
stress-ng-cpu,120,212247
Chrome_ChildIOT,120,32803
Chrome_ChildIOT,120,34376
stress-ng-cpu,120,438850
Chrome_ChildIOT,120,26992
Chrome_ChildIOT,120,35909
Chrome_ChildIOT,120,17814
chromium,120,2249277
stress-ng-cpu,120,3008801
stress-ng-cpu,120,2541967
chromium:gdrv0,120,21041
stress-ng-cpu,120,46379
chromium:gdrv0,120,13185
chromium:cs0,120,4248
chromium:gdrv0,120,2345
chromium:cs0,120,16782
stress-ng-cpu,120,3890269
chromium:gl0,120,203429
kworker/u96:3,120,13406
chromium:gdrv0,120,16592
chromium,120,73300
stress-ng-cpu,120,16650782
stress-ng-cpu,120,94731
kworker/u98:0,120,12924
stress-ng-cpu,120,16836748
chromium:gdrv0,120,18415
chromium:gl0,120,66527
cosmic-comp,120,22192
surface-HDMI-A-,120,101184
stress-ng-cpu,120,16948191
chromium,120,54615
chromium,120,181507
cosmic-comp,120,90513
stress-ng-cpu,120,273463
chromium:gdrv0,120,20379
stress-ng-cpu,120,45016
chromium:gdrv0,120,19838
chromium:gl0,120,185024
chromium,120,4849
chromium:gl0,120,2484
chromium,120,2515
stress-ng-cpu,120,534985
stress-ng-cpu,120,64193
kworker/u96:3,120,5240
chromium:gl0,120,34226
chromium:gdrv0,120,19968
chromium:cs0,120,3727
chromium:gdrv0,120,2375
chromium,120,22704
chromium:gl0,120,2736
chromium,120,3717
stress-ng-cpu,120,42792
chromium:cs0,120,16201
chromium:gdrv0,120,3496
kworker/u96:3,120,11152
chromium:gl0,120,31280
chromium,120,22523
chromium:gl0,120,3527
chromium,120,2174
stress-ng-cpu,120,85403
chromium:gl0,120,33674
stress-ng-cpu,120,993963
chromium:gdrv0,120,21912
stress-ng-cpu,120,7904104
VizCompositorTh,120,40608
chromium,120,51629
chromium:gl0,120,2144
chromium,120,2154
chromium:gl0,120,31621
Compositor,120,59815
chromium,120,30038
chromium:gl0,120,3767
chromium,120,2184
chromium:gl0,120,31630
chromium,120,22443
chromium:gl0,120,3497
chromium,120,2165
stress-ng-cpu,120,177530
chromium:gdrv0,120,20519
chromium:gl0,120,33815
stress-ng-cpu,120,347456
kworker/u96:3,120,4639
chromium,120,73681
chromium:gl0,120,3547
chromium,120,2214
chromium:gl0,120,54534
chromium,120,22974
chromium:gl0,120,3527
chromium,120,2164
stress-ng-cpu,120,187929
chromium:gl0,120,34927
chromium:gdrv0,120,26200
chromium,120,128536
chromium:gl0,120,3597
chromium,120,2204
chromium:gl0,120,32432
chromium,120,28645
chromium:gl0,120,3557
chromium,120,2154
chromium:gl0,120,31891
chromium,120,72058
chromium:gl0,120,3657
chromium,120,2254
stress-ng-cpu,120,349048
chromium:gl0,120,70586
chromium:gdrv0,120,36059
chromium,120,80785
chromium:gl0,120,4078
chromium,120,2204
chromium:gl0,120,51328
stress-ng-cpu,120,279956
chromium,120,155117
stress-ng-cpu,120,1090158
Chrome_ChildIOT,120,27022
stress-ng-cpu,120,919741
chromium:cs0,120,91746
chromium,120,91004
Chrome_ChildIOT,120,39095
kworker/u96:3,120,35097
Chrome_ChildIOT,120,34225
stress-ng-cpu,120,327056
chromium,120,332046
chromium:cs0,120,32933
stress-ng-cpu,120,329180
kworker/u96:3,120,11402
stress-ng-cpu,120,411227
Chrome_ChildIOT,120,25579
Chrome_ChildIOT,120,35198
Chrome_ChildIOT,120,17544
stress-ng-cpu,120,306928
kworker/u96:3,120,8937
stress-ng-cpu,120,1798583
stress-ng-cpu,120,129438
kworker/u96:3,120,4428
chromium,120,129819
stress-ng-cpu,120,2991367
stress-ng-cpu,120,424963
Chrome_ChildIOT,120,24917
Chrome_ChildIOT,120,36891
Chrome_ChildIOT,120,17443
stress-ng-cpu,120,427288
Chrome_ChildIOT,120,23796
Chrome_ChildIOT,120,32752
Chrome_ChildIOT,120,17143
stress-ng-cpu,120,432579
stress-ng-cpu,120,83540
Chrome_ChildIOT,120,24116
Chrome_ChildIOT,120,32913
Chrome_ChildIOT,120,16782
stress-ng-cpu,120,430585
Chrome_ChildIOT,120,22914
Chrome_ChildIOT,120,31490
Chrome_ChildIOT,120,19427
stress-ng-cpu,120,425224
Chrome_ChildIOT,120,24467
Chrome_ChildIOT,120,33614
Chrome_ChildIOT,120,17203
stress-ng-cpu,120,427979
Chrome_ChildIOT,120,23455
Chrome_ChildIOT,120,34576
Chrome_ChildIOT,120,16642
chromium,120,3564034
stress-ng-cpu,120,3008681
stress-ng-cpu,120,27053671
stress-ng-cpu,120,5641412
Chrome_IOThread,120,50507
stress-ng-cpu,120,5724461
chromium,120,128977
stress-ng-cpu,120,78921
cosmic-comp,120,149406
stress-ng-cpu,120,23259587
stress-ng-cpu,120,761358
surface-eDP-1,120,11672
surface-HDMI-A-,120,12704
chromium,120,55616
Chrome_ChildIOT,120,28655
stress-ng-cpu,120,19087
cosmic-comp,120,21020
chromium,120,20318
chromium,120,612903
stress-ng-cpu,120,4302038
chromium:gdrv0,120,52391
chromium:gl0,120,214591
stress-ng-cpu,120,481141
chromium,120,130671
VizCompositorTh,120,23906
stress-ng-cpu,120,167531
chromium:gdrv0,120,24808
stress-ng-cpu,120,60707
chromium:gl0,120,123076
chromium:gdrv0,120,20359
stress-ng-cpu,120,673659
chromium,120,182229
surface-eDP-1,120,234208
stress-ng-cpu,120,261911
cosmic-com:cs0,120,4729
surface-eDP-1,120,2174
chromium:gdrv0,120,19056
stress-ng-cpu,120,4457144
cosmic-com:cs0,120,21542
surface-eDP-1,120,20489
cosmic-com:cs0,120,3306
surface-eDP-1,120,1783
kworker/u96:3,120,29717
stress-ng-cpu,120,8787
cosmic-com:cs0,120,12604
kworker/u96:3,120,5991
surface-eDP-1,120,14418
stress-ng-cpu,120,62420
cosmic-com:cs0,120,3176
surface-eDP-1,120,1674
stress-ng-cpu,120,26420
cosmic-com:cs0,120,12815
chromium:gdrv0,120,18295
kworker/u96:3,120,2725
surface-eDP-1,120,6623
cosmic-com:cs0,120,1543
surface-eDP-1,120,1644
cosmic-com:cs0,120,11031
stress-ng-cpu,120,34045
chromium:gl0,120,225853
kworker/u96:3,120,12634
stress-ng-cpu,120,37442
surface-eDP-1,120,67149
cosmic-com:cs0,120,1663
surface-eDP-1,120,1694
kworker/u96:3,120,4228
stress-ng-cpu,120,13616
cosmic-com:cs0,120,14668
chromium,120,70736
kworker/u96:3,120,6252
stress-ng-cpu,120,143033
chromium:gdrv0,120,20469
stress-ng-cpu,120,1457531
surface-eDP-1,120,86256
stress-ng-cpu,120,104230
kworker/u96:3,120,4308
kworker/u97:16,120,41720
stress-ng-cpu,120,67559
chromium:gdrv0,120,19778
chromium:gl0,120,169034
chromium,120,159495
stress-ng-cpu,120,287731
stress-ng-cpu,120,293843
kworker/u96:3,120,2414
stress-ng-cpu,120,268635
chromium:gdrv0,120,27322
chromium:cs0,120,3917
stress-ng-cpu,120,3316
chromium:gdrv0,120,2675
stress-ng-cpu,120,64664
kworker/u96:3,120,4007
stress-ng-cpu,120,30408
chromium:cs0,120,61698
kworker/u96:3,120,7354
chromium:gdrv0,120,20549
chromium:gl0,120,224089
kworker/u97:16,120,176949
stress-ng-cpu,120,4378
chromium,120,77559
stress-ng-cpu,120,131331
chromium:gdrv0,120,17934
stress-ng-cpu,120,72989
chromium:gdrv0,120,18255
stress-ng-cpu,120,5541
chromium:gl0,120,164315
chromium,120,67489
chromium:gl0,120,42331
stress-ng-cpu,120,411688
kworker/u96:3,120,7464
chromium,120,187248
chromium:gdrv0,120,17203
stress-ng-cpu,120,4920
chromium:gdrv0,120,16051
stress-ng-cpu,120,2686
chromium:gl0,120,221023
chromium,120,67049
chromium:gdrv0,120,20399
stress-ng-cpu,120,3467
stress-ng-cpu,120,2993522
chromium:gl0,120,119278
chromium:gdrv0,120,5711
chromium,120,20119
chromium:gl0,120,4208
chromium,120,16772
stress-ng-cpu,120,11853
chromium,120,243305
chromium:gdrv0,120,22052
stress-ng-cpu,120,2996
chromium:gdrv0,120,21281
stress-ng-cpu,120,2715
chromium:gl0,120,196867
chromium,120,62960
chromium:gdrv0,120,20941
stress-ng-cpu,120,2585
chromium:gl0,120,101134
chromium:gdrv0,120,6222
chromium,120,17434
chromium:cs0,120,2785
chromium:gdrv0,120,2515
stress-ng-cpu,120,2798830
Chrome_ChildIOT,120,24677
chromium:cs0,120,29607
Chrome_ChildIOT,120,38924
kworker/u96:3,120,32692
Chrome_ChildIOT,120,16362
stress-ng-cpu,120,9308
chromium,120,130159
chromium,120,175927
stress-ng-cpu,120,261731
chromium:gdrv0,120,23124
stress-ng-cpu,120,354088
stress-ng-cpu,120,49806
kworker/u96:3,120,9287
chromium:gdrv0,120,21260
chromium:gl0,120,204401
chromium,120,78680
stress-ng-cpu,120,133856
chromium:gdrv0,120,24487
chromium:cs0,120,3827
chromium:gl0,120,100032
chromium,120,27623
Chrome_ChildIOT,120,22743
Chrome_ChildIOT,120,34607
Chrome_ChildIOT,120,16512
stress-ng-cpu,120,424884
stress-ng-cpu,120,617382
chromium:gdrv0,120,3456
Chrome_ChildIOT,120,27443
chromium:cs0,120,19237
Chrome_ChildIOT,120,28905
chromium:gdrv0,120,26912
chromium,120,599648
Chrome_ChildIOT,120,20469
chromium,120,176247
kworker/u96:3,120,5541
stress-ng-cpu,120,3858
stress-ng-cpu,120,263154
chromium:gdrv0,120,23204
stress-ng-cpu,120,46619
chromium:gdrv0,120,23275
chromium:gl0,120,202818
chromium,120,75254
stress-ng-cpu,120,127914
chromium:gdrv0,120,23315
stress-ng-cpu,120,43313
chromium:gl0,120,98188
chromium,120,16962
chromium:gl0,120,4178
chromium:gdrv0,120,28304
chromium,120,6703
chromium,120,156220
stress-ng-cpu,120,239388
chromium:gdrv0,120,23605
stress-ng-cpu,120,44005
chromium:gdrv0,120,23144
stress-ng-cpu,120,2991999
chromium:gl0,120,201826
chromium,120,74342
stress-ng-cpu,120,132073
chromium:gdrv0,120,22924
stress-ng-cpu,120,45166
chromium:gl0,120,100232
chromium:gdrv0,120,22823
chromium,120,106574
stress-ng-cpu,120,158684
chromium:gl0,120,97467
chromium:gdrv0,120,23375
chromium,120,89702
stress-ng-cpu,120,1442081
Chrome_ChildIOT,120,24066
Chrome_ChildIOT,120,33183
Chrome_ChildIOT,120,16352
stress-ng-cpu,120,432739
Chrome_ChildIOT,120,23185
Chrome_ChildIOT,120,33474
Chrome_ChildIOT,120,16201
stress-ng-cpu,120,7059647
stress-ng-cpu,120,433821
Chrome_ChildIOT,120,20429
Chrome_ChildIOT,120,30628
Chrome_ChildIOT,120,16061
kworker/u97:16,120,7143
stress-ng-cpu,120,3407
stress-ng-cpu,120,6314230
surface-HDMI-A-,120,444290
cosmic-comp,120,19567
cosmic-com:cs0,120,37662
kworker/u96:3,120,32933
surface-eDP-1,120,37311
stress-ng-cpu,120,444551
surface-HDMI-A-,120,44475
cosmic-com:cs0,120,14487
stress-ng-cpu,120,34396
Chrome_ChildIOT,120,24607
kworker/u96:3,120,9718
surface-HDMI-A-,120,19528
cosmic-com:cs0,120,13266
stress-ng-cpu,120,23244
kworker/u96:3,120,3837
Chrome_ChildIOT,120,32712
surface-HDMI-A-,120,9949
cosmic-com:cs0,120,12033
stress-ng-cpu,120,18686
Chrome_ChildIOT,120,16211
kworker/u96:3,120,18636
stress-ng-cpu,120,48272
kworker/u96:3,120,5350
kworker/u97:16,120,12944
stress-ng-cpu,120,2454
stress-ng-cpu,120,189403
surface-HDMI-A-,120,106464
stress-ng-cpu,120,3737
stress-ng-cpu,120,136461
kworker/u96:3,120,5420
stress-ng-cpu,120,7859689
cosmic-comp,120,127283
chromium,120,45187
kworker/u97:16,120,142713
stress-ng-cpu,120,432258
Chrome_ChildIOT,120,23856
Chrome_ChildIOT,120,34385
Chrome_ChildIOT,120,17213
chromium,120,2531687
stress-ng-cpu,120,3008270
chromium:gl0,120,82007
stress-ng-cpu,120,2722663
chromium:gdrv0,120,20950
chromium,120,192469
stress-ng-cpu,120,238838
chromium:gdrv0,120,12194
chromium:cs0,120,4058
chromium:gdrv0,120,2335
chromium:cs0,120,25640
stress-ng-cpu,120,1082453
chromium:gdrv0,120,19758
stress-ng-cpu,120,3877
kworker/u96:3,120,30649
chromium:gdrv0,120,16993
chromium:gl0,120,200795
chromium,120,4840
chromium:gl0,120,2565
chromium,120,2665
stress-ng-cpu,120,67920
chromium:gl0,120,36459
chromium:gdrv0,120,18586
chromium,120,22594
chromium:gl0,120,3717
chromium,120,2344
chromium:gl0,120,32813
chromium,120,23445
chromium:gl0,120,3647
chromium,120,2264
stress-ng-cpu,120,117515
chromium:gl0,120,34556
chromium:gdrv0,120,20429
chromium:cs0,120,3747
chromium:gdrv0,120,2194
stress-ng-cpu,120,260169
chromium:cs0,120,16591
chromium:gdrv0,120,3437
kworker/u96:3,120,8236
chromium,120,94140
chromium:gl0,120,4489
chromium,120,2344
stress-ng-cpu,120,80093
chromium:gl0,120,33074
kworker/u96:3,120,4989
chromium,120,21522
chromium:gl0,120,3557
chromium,120,2245
chromium:gl0,120,32131
chromium,120,23425
chromium:gl0,120,3747
stress-ng-cpu,120,86295
chromium,120,2225
kworker/u96:3,120,2846
stress-ng-cpu,120,191526
chromium:gdrv0,120,19016
chromium:gl0,120,34085
chromium,120,21411
chromium:gl0,120,3577
chromium,120,2214
chromium:gl0,120,31992
stress-ng-cpu,120,3996662
chromium,120,28204
chromium:gl0,120,2124
chromium,120,2244
stress-ng-cpu,120,116874
chromium:gl0,120,34676
chromium:gdrv0,120,18836
chromium,120,23104
chromium:gl0,120,3566
chromium,120,2254
chromium:gl0,120,32312
chromium,120,23094
chromium:gl0,120,3587
chromium,120,2275
stress-ng-cpu,120,116503
chromium:gl0,120,34256
chromium:gdrv0,120,18275
chromium,120,21571
chromium:gl0,120,3557
chromium,120,2325
chromium:gl0,120,32092
chromium,120,23095
chromium:gl0,120,3607
chromium,120,2295
stress-ng-cpu,120,114419
chromium:gl0,120,34095
chromium:gdrv0,120,19026
chromium,120,51339
chromium:gl0,120,6142
chromium,120,2285
chromium:gl0,120,32331
chromium,120,24056
chromium:gl0,120,3708
chromium,120,2395
chromium:gl0,120,32663
chromium,120,24677
chromium:gl0,120,3677
chromium,120,2314
stress-ng-cpu,120,183482
chromium:gdrv0,120,19648
chromium:gl0,120,35047
chromium,120,22042
chromium:gl0,120,3667
chromium,120,2284
chromium:gl0,120,32863
chromium,120,25820
chromium:gl0,120,3647
chromium,120,2294
stress-ng-cpu,120,117475
chromium:gl0,120,34556
chromium:gdrv0,120,19337
chromium,120,24066
chromium:gl0,120,4929
chromium,120,2314
chromium:gl0,120,32662
chromium,120,23465
chromium:gl0,120,4729
chromium,120,2314
stress-ng-cpu,120,120732
chromium:gl0,120,34566
chromium:gdrv0,120,18596
chromium,120,21992
chromium:gl0,120,3697
chromium,120,2265
chromium:gl0,120,32653
chromium,120,24547
chromium:gl0,120,3627
chromium,120,2325
stress-ng-cpu,120,117435
chromium:gl0,120,34717
chromium,120,12534
chromium:gdrv0,120,21301
chromium,120,10550
stress-ng-cpu,120,2501500
kworker/u97:16,120,7074
stress-ng-cpu,120,2650926
cosmic-comp,120,9357
chromium,120,50146
chromium:gl0,120,5140
ksoftirqd/3,120,7194
chromium,120,3267
chromium:gl0,120,36410
chromium,120,21992
chromium:gl0,120,2244
chromium,120,2414
surface-HDMI-A-,120,66838
stress-ng-cpu,120,82799
stress-ng-cpu,120,2725378
cosmic-comp,120,27622
chromium:gl0,120,32863
chromium,120,22283
chromium,120,21862
chromium:gl0,120,2034
chromium,120,2114
stress-ng-cpu,120,198861
chromium:gdrv0,120,17553
chromium:gl0,120,35488
chromium,120,21491
chromium:gl0,120,2024
chromium,120,2234
chromium:gl0,120,31961
chromium,120,21121
chromium:gl0,120,1944
chromium,120,2224
stress-ng-cpu,120,108568
chromium:gl0,120,34215
chromium:gdrv0,120,17043
chromium,120,20981
chromium:gl0,120,1944
chromium,120,2205
chromium:gl0,120,32141
chromium,120,21671
chromium:gl0,120,2034
chromium,120,2194
stress-ng-cpu,120,109159
chromium:gl0,120,34847
chromium:gdrv0,120,18396
chromium,120,21811
chromium:gl0,120,2124
