prev_comm,prio,timeslice
Chrome_ChildIOT,120,29867
ThreadPoolForeg,120,36259
chromium,120,562557
Chrome_ChildIOT,120,21882
chromium,120,9618
stress-ng-cpu,120,38173
Chrome_ChildIOT,120,26451
stress-ng-cpu,120,7875
Compositor,120,179403
Chrome_ChildIOT,120,42431
ThreadPoolForeg,120,86856
Compositor,120,117565
VizCompositorTh,120,39155
stress-ng-cpu,120,2994544
stress-ng-cpu,120,40237
chromium,120,40939
stress-ng-cpu,120,10239
stress-ng-cpu,120,2981810
chromium,120,19227
chromium:gdrv0,120,19096
stress-ng-cpu,120,38815
chromium:gdrv0,120,19807
stress-ng-cpu,120,37392
chromium:gdrv0,120,18095
stress-ng-cpu,120,39185
chromium:gl0,120,243186
chromium:gdrv0,120,18104
chromium,120,2135549
stress-ng-cpu,120,1747636
Chrome_ChildIOT,120,45196
stress-ng-cpu,120,17293
Chrome_ChildIOT,120,69974
Chrome_ChildIOT,120,34065
Compositor,120,78981
stress-ng-cpu,120,1755722
Chrome_ChildIOT,120,39996
VizCompositorTh,120,297810
Compositor,120,50918
stress-ng-cpu,120,376601
stress-ng-cpu,120,2183400
chromium,120,77588
chromium:gl0,120,80945
chromium:gdrv0,120,18485
Chrome_ChildIOT,120,28304
stress-ng-cpu,120,599758
Chrome_ChildIOT,120,37882
chromium,120,20900
Chrome_ChildIOT,120,30879
Chrome_ChildIOT,120,38594
stress-ng-cpu,120,182920
chromium,120,45176
stress-ng-cpu,120,5403376
stress-ng-cpu,120,29417
chromium:cs0,120,33955
kworker/u96:3,120,27082
stress-ng-cpu,120,282561
chromium,120,285978
stress-ng-cpu,120,284414
stress-ng-cpu,120,26250
chromium:cs0,120,28765
kworker/u96:3,120,12734
chromium,120,33504
chromium,120,528522
Chrome_ChildIOT,120,38033
Chrome_ChildIOT,120,42691
stress-ng-cpu,120,672558
stress-ng-cpu,120,154326
kworker/u96:3,120,4629
stress-ng-cpu,120,2275
kworker/u96:3,120,2104
stress-ng-cpu,120,209822
chromium:gdrv0,120,36861
stress-ng-cpu,120,19938
chromium:gdrv0,120,16402
stress-ng-cpu,120,41219
chromium,120,218398
chromium:gdrv0,120,14718
Chrome_ChildIOT,120,19027
stress-ng-cpu,120,340342
Chrome_ChildIOT,120,33394
stress-ng-cpu,120,45577
chromium:gdrv0,120,19498
chromium,120,19488
stress-ng-cpu,120,37802
chromium:gdrv0,120,13757
chromium:gl0,120,353687
stress-ng-cpu,120,85974
chromium,120,46479
Chrome_ChildIOT,120,31911
Chrome_ChildIOT,120,32693
stress-ng-cpu,120,117966
stress-ng-cpu,120,215472
chromium:gdrv0,120,17724
chromium,120,108728
stress-ng-cpu,120,40888
chromium:gdrv0,120,22503
stress-ng-cpu,120,58923
chromium:gl0,120,162150
stress-ng-cpu,120,606702
chromium:cs0,120,27142
kworker/u96:3,120,6622
stress-ng-cpu,120,54334
stress-ng-cpu,120,93780
kworker/u96:3,120,1804
stress-ng-cpu,120,108317
chromium:gdrv0,120,14918
stress-ng-cpu,120,45136
chromium,120,180005
chromium:gdrv0,120,12975
stress-ng-cpu,120,53783
stress-ng-cpu,120,144857
chromium:gdrv0,120,12605
kworker/u96:3,120,2174
stress-ng-cpu,120,84161
Chrome_ChildIOT,120,23275
stress-ng-cpu,120,53513
chromium:gl0,120,258716
Chrome_ChildIOT,120,32001
chromium,120,7244
Chrome_ChildIOT,120,14097
chromium:gdrv0,120,28073
stress-ng-cpu,120,82088
chromium,120,229550
chromium:gl0,120,314673
stress-ng-cpu,120,147413
chromium,120,5180
stress-ng-cpu,120,430535
chromium:gdrv0,120,64213
stress-ng-cpu,120,59794
Chrome_ChildIOT,120,21090
chromium,120,28936
stress-ng-cpu,120,5039
Chrome_ChildIOT,120,41159
stress-ng-cpu,120,51008
Chrome_ChildIOT,120,13506
chromium:gl0,120,62330
chromium:gdrv0,120,1904
chromium:gl0,120,2014
chromium:gdrv0,120,13776
chromium:gl0,120,59925
chromium:gdrv0,120,1704
chromium:gl0,120,1833
chromium:gdrv0,120,13576
chromium,120,179845
stress-ng-cpu,120,9087
chromium:gl0,120,61858
chromium,120,45127
chromium:gdrv0,120,1773
chromium:gl0,120,1933
stress-ng-cpu,120,15991
chromium:gdrv0,120,27854
stress-ng-cpu,120,838896
chromium:cs0,120,30418
kworker/u96:3,120,24467
chromium:gl0,120,59524
chromium:gdrv0,120,1673
chromium:gl0,120,1834
chromium:gdrv0,120,13716
chromium:gl0,120,62640
chromium:gdrv0,120,1703
chromium:gl0,120,1954
chromium:gdrv0,120,13857
stress-ng-cpu,120,166098
chromium:gl0,120,23164
stress-ng-cpu,120,433039
Chrome_ChildIOT,120,23064
stress-ng-cpu,120,59434
Chrome_ChildIOT,120,33184
Chrome_ChildIOT,120,14848
chromium:gl0,120,62149
chromium:gdrv0,120,1774
chromium:gl0,120,1883
chromium:gdrv0,120,18195
chromium:gl0,120,62840
chromium:gdrv0,120,1643
stress-ng-cpu,120,354288
chromium:gl0,120,1863
kworker/u96:3,120,2124
chromium,120,223538
chromium:gdrv0,120,16051
stress-ng-cpu,120,36760
chromium:cs0,120,28515
kworker/u96:3,120,10691
chromium,120,23706
chromium:gl0,120,61548
chromium:gdrv0,120,1623
chromium:gl0,120,1813
chromium:gdrv0,120,13716
chromium:gl0,120,60646
chromium:gdrv0,120,1633
chromium:gl0,120,1833
chromium:gdrv0,120,13837
chromium:gl0,120,62330
chromium:gdrv0,120,1793
stress-ng-cpu,120,190054
kworker/u96:3,120,2144
stress-ng-cpu,120,434892
Chrome_ChildIOT,120,22273
Chrome_ChildIOT,120,31981
Chrome_ChildIOT,120,13797
stress-ng-cpu,120,511419
chromium,120,2627271
chromium:gl0,120,2525
chromium:gdrv0,120,13927
chromium:gl0,120,23495
stress-ng-cpu,120,730058
stress-ng-cpu,120,50777
chromium:gl0,120,62740
chromium:gdrv0,120,1823
chromium:gl0,120,1874
chromium:gdrv0,120,14077
chromium:gl0,120,60416
chromium:gdrv0,120,3516
chromium:gl0,120,1913
chromium,120,201756
chromium:gdrv0,120,13846
stress-ng-cpu,120,26972
chromium,120,26220
chromium:gl0,120,63943
chromium:gdrv0,120,3376
chromium:gl0,120,1894
chromium:gdrv0,120,13807
chromium:gl0,120,62189
chromium:gdrv0,120,3406
chromium:gl0,120,1894
chromium:gdrv0,120,13767
chromium:gl0,120,61928
chromium:gdrv0,120,3196
chromium:gl0,120,1764
chromium:gdrv0,120,13035
stress-ng-cpu,120,226213
chromium:gl0,120,23605
stress-ng-cpu,120,36570
chromium:gl0,120,61057
chromium:gdrv0,120,3237
chromium:gl0,120,1783
chromium:gdrv0,120,13486
chromium:gl0,120,59504
chromium:gdrv0,120,3126
chromium:gl0,120,1784
chromium,120,190254
chromium:gdrv0,120,13025
stress-ng-cpu,120,21050
chromium,120,14348
chromium:gl0,120,59775
chromium:gdrv0,120,3276
stress-ng-cpu,120,202338
chromium:gl0,120,4789
stress-ng-cpu,120,262563
chromium:gdrv0,120,21081
stress-ng-cpu,120,1557262
chromium:cs0,120,31801
kworker/u96:3,120,27192
chromium:gl0,120,58352
chromium:gdrv0,120,1603
chromium:gl0,120,1814
chromium:gdrv0,120,13125
chromium:gl0,120,63632
chromium:gdrv0,120,3156
chromium:gl0,120,1814
chromium:gdrv0,120,13787
stress-ng-cpu,120,154957
chromium:gl0,120,23916
stress-ng-cpu,120,35808
chromium:gl0,120,62039
chromium:gdrv0,120,3306
chromium,120,186608
stress-ng-cpu,120,407690
kworker/u96:3,120,3847
stress-ng-cpu,120,2415626
WebRTC_W_and_N,120,52932
stress-ng-cpu,120,2870817
Chrome_ChildIOT,120,25428
Chrome_ChildIOT,120,39856
Chrome_ChildIOT,120,18215
stress-ng-cpu,120,416798
Chrome_ChildIOT,120,23415
Chrome_ChildIOT,120,33163
Chrome_ChildIOT,120,17414
stress-ng-cpu,120,427539
Chrome_ChildIOT,120,23475
Chrome_ChildIOT,120,33294
chromium,120,1094847
Chrome_ChildIOT,120,26150
Chrome_ChildIOT,120,34967
Chrome_ChildIOT,120,23275
Chrome_ChildIOT,120,30118
Chrome_ChildIOT,120,17072
stress-ng-cpu,120,2690982
stress-ng-cpu,120,2635667
stress-ng-cpu,120,387913
chromium,120,64373
Chrome_ChildIOT,120,22974
Chrome_ChildIOT,120,35428
chromium:gl0,120,228156
stress-ng-cpu,120,138825
chromium,120,28755
stress-ng-cpu,120,10139
stress-ng-cpu,120,2813477
chromium:gdrv0,120,73991
chromium:cs0,120,32723
kworker/u96:3,120,26000
stress-ng-cpu,120,52991
chromium,120,129648
stress-ng-cpu,120,27633
chromium:gl0,120,104660
chromium,120,15009
chromium:gdrv0,120,18565
stress-ng-cpu,120,3506
stress-ng-cpu,120,84852
stress-ng-cpu,120,272251
kworker/u96:3,120,3567
chromium:gl0,120,43624
chromium,120,220342
chromium:cs0,120,4598
chromium,120,2274
stress-ng-cpu,120,162341
chromium:cs0,120,61117
kworker/u96:3,120,25288
chromium,120,173322
chromium:cs0,120,4388
chromium,120,1814
chromium:cs0,120,23325
stress-ng-cpu,120,180375
kworker/u96:3,120,6372
stress-ng-cpu,120,387041
stress-ng-cpu,120,21929109
stress-ng-cpu,120,12237391
Chrome_IOThread,120,41810
stress-ng-cpu,120,210623
chromium,120,139928
chromium:gl0,120,33524
stress-ng-cpu,120,3327
chromium:gl0,120,23895
stress-ng-cpu,120,5641
chromium:gl0,120,25118
stress-ng-cpu,120,11753
cosmic-comp,120,90553
chromium:gl0,120,44074
chromium:gdrv0,120,3357
chromium:gl0,120,1864
stress-ng-cpu,120,1269381
chromium:gdrv0,120,47281
Compositor,120,26711
chromium,120,468797
stress-ng-cpu,120,4028
chromium,120,23986
stress-ng-cpu,120,7565
chromium:gl0,120,79172
chromium:gdrv0,120,3216
chromium:gl0,120,1773
chromium,120,24757
chromium:gdrv0,120,15690
stress-ng-cpu,120,570672
kworker/u96:3,120,3988
chromium:gl0,120,63943
chromium:gdrv0,120,3366
chromium:gl0,120,1713
chromium:gdrv0,120,12775
chromium:gl0,120,69503
chromium:gdrv0,120,3186
chromium:gl0,120,1753
stress-ng-cpu,120,132855
chromium:gdrv0,120,12554
kworker/u96:3,120,3888
stress-ng-cpu,120,372373
cosmic-comp,120,21070
stress-ng-cpu,120,239429
chromium:gl0,120,53913
stress-ng-cpu,120,333769
stress-ng-cpu,120,42181
chromium,120,81807
Chrome_ChildIOT,120,28274
stress-ng-cpu,120,14872908
stress-ng-cpu,120,39215
chromium:gl0,120,62349
chromium:gdrv0,120,3377
chromium:gl0,120,1764
cosmic-comp,120,60175
chromium:gdrv0,120,12865
chromium,120,20138
cosmic-comp,120,6543
chromium,120,173402
surface-HDMI-A-,120,88249
chromium:gl0,120,65385
chromium:gdrv0,120,3156
chromium:gl0,120,1733
stress-ng-cpu,120,16832
chromium:gdrv0,120,12594
surface-HDMI-A-,120,15630
stress-ng-cpu,120,8556
stress-ng-cpu,120,2431957
surface-eDP-1,120,163463
stress-ng-cpu,120,4328
surface-HDMI-A-,120,36199
stress-ng-cpu,120,5670
chromium:gl0,120,63953
chromium:gdrv0,120,1633
surface-HDMI-A-,120,6202
chromium:gl0,120,1683
chromium:gdrv0,120,12574
Chrome_ChildIOT,120,30829
Chrome_ChildIOT,120,36319
chromium:gl0,120,60596
chromium:gdrv0,120,2144
chromium:gl0,120,2204
chromium:gdrv0,120,14287
surface-eDP-1,120,136151
chromium:gl0,120,29125
surface-HDMI-A-,120,227005
stress-ng-cpu,120,663680
cosmic-com:cs0,120,46980
stress-ng-cpu,120,222496
kworker/u96:3,120,25870
stress-ng-cpu,120,31480
surface-eDP-1,120,31921
stress-ng-cpu,120,34696
cosmic-com:cs0,120,25488
stress-ng-cpu,120,25038
kworker/u96:3,120,7053
surface-HDMI-A-,120,26591
surface-eDP-1,120,26872
stress-ng-cpu,120,24698
kworker/u96:3,120,2615
stress-ng-cpu,120,13867
cosmic-com:cs0,120,22172
stress-ng-cpu,120,22293
kworker/u96:3,120,7966
stress-ng-cpu,120,14869
surface-eDP-1,120,19818
stress-ng-cpu,120,28355
cosmic-com:cs0,120,21161
stress-ng-cpu,120,16742
kworker/u96:3,120,8877
surface-HDMI-A-,120,11732
cosmic-com:cs0,120,3997
Chrome_ChildIOT,120,38343
Chrome_ChildIOT,120,40287
surface-eDP-1,120,137984
stress-ng-cpu,120,147212
kworker/u96:3,120,3657
stress-ng-cpu,120,1065300
stress-ng-cpu,120,847032
chromium:gl0,120,35498
chromium:gdrv0,120,3347
chromium:gl0,120,1784
stress-ng-cpu,120,428340
chromium:gdrv0,120,13045
Chrome_ChildIOT,120,22794
chromium:gl0,120,22954
Chrome_ChildIOT,120,36660
Chrome_ChildIOT,120,18867
surface-HDMI-A-,120,19738
stress-ng-cpu,120,497963
surface-eDP-1,120,9949
stress-ng-cpu,120,94190
stress-ng-cpu,120,506990
cosmic-com:cs0,120,64393
stress-ng-cpu,120,43343
kworker/u96:3,120,29637
chromium:gl0,120,62229
chromium:gdrv0,120,3346
chromium:gl0,120,1793
chromium:gdrv0,120,20289
surface-HDMI-A-,120,56548
cosmic-com:cs0,120,2915
surface-HDMI-A-,120,2264
stress-ng-cpu,120,70494
stress-ng-cpu,120,1394100
cosmic-com:cs0,120,18576
kworker/u96:3,120,9999
chromium,120,305676
surface-eDP-1,120,91085
kworker/u98:0,120,15289
surface-HDMI-A-,120,28775
cosmic-com:cs0,120,3907
surface-HDMI-A-,120,1834
VizCompositorTh,120,29436
cosmic-com:cs0,120,19347
stress-ng-cpu,120,50487
kworker/u96:3,120,2936
stress-ng-cpu,120,3357
kworker/u96:3,120,2144
chromium:cs0,120,95844
surface-HDMI-A-,120,16642
cosmic-com:cs0,120,3166
surface-HDMI-A-,120,1713
cosmic-com:cs0,120,13275
stress-ng-cpu,120,57701
chromium,120,17063
stress-ng-cpu,120,16812
chromium:gl0,120,76897
chromium,120,17383
chromium:gdrv0,120,3757
chromium:gl0,120,1794
chromium:gdrv0,120,16832
stress-ng-cpu,120,43042
chromium,120,17634
stress-ng-cpu,120,13525
chromium,120,23384
chromium:gl0,120,78801
chromium:gdrv0,120,1673
surface-HDMI-A-,120,167310
stress-ng-cpu,120,214852
stress-ng-cpu,120,268043
Chrome_ChildIOT,120,27322
kworker/u96:3,120,12003
Chrome_ChildIOT,120,33815
Chrome_ChildIOT,120,18546
stress-ng-cpu,120,50787
kworker/u96:3,120,2074
stress-ng-cpu,120,14976466
surface-HDMI-A-,120,43754
stress-ng-cpu,120,39004
kworker/u97:3,120,21491
kworker/u96:3,120,6453
stress-ng-cpu,120,36430
stress-ng-cpu,120,34586
kworker/u96:3,120,2324
kworker/u98:0,120,192118
cosmic-comp,120,118467
surface-HDMI-A-,120,5290
cosmic-comp,120,48984
stress-ng-cpu,120,88680
surface-HDMI-A-,120,16832
kworker/u97:3,120,160437
chromium,120,33334
chromium,120,1998717
stress-ng-cpu,120,368525
kworker/u96:3,120,4338
stress-ng-cpu,120,3798494
HangWatcher,120,35719
stress-ng-cpu,120,1451500
chromium:gl0,120,167832
stress-ng-cpu,120,1631184
chromium,120,14919
stress-ng-cpu,120,24727
chromium:gdrv0,120,40056
stress-ng-cpu,120,41549
chromium:gl0,120,63812
chromium:gdrv0,120,3417
chromium:gl0,120,1864
chromium:gdrv0,120,13576
chromium,120,129027
stress-ng-cpu,120,1463332
stress-ng-cpu,120,1477138
kworker/u97:3,120,10821
cosmic-comp,120,19197
chromium:gl0,120,61849
chromium:gdrv0,120,3236
chromium:gl0,120,1803
chromium:gdrv0,120,13105
surface-HDMI-A-,120,57520
cosmic-comp,120,29397
stress-ng-cpu,120,1568774
surface-HDMI-A-,120,4879
chromium:gl0,120,47831
stress-ng-cpu,120,125861
chromium,120,31951
stress-ng-cpu,120,43002
chromium:gl0,120,63130
chromium:gdrv0,120,3377
chromium:gl0,120,1814
chromium:gdrv0,120,13566
chromium:gl0,120,60957
chromium:gdrv0,120,3226
chromium:gl0,120,1784
chromium,120,197909
chromium:gdrv0,120,12975
chromium:gl0,120,61598
chromium:gdrv0,120,3276
chromium:gl0,120,1784
chromium:gdrv0,120,13155
chromium:gl0,120,60466
chromium:gdrv0,120,3286
chromium:gl0,120,1803
chromium:gdrv0,120,13015
chromium:gl0,120,54264
stress-ng-cpu,120,276499
stress-ng-cpu,120,513503
VizCompositorTh,120,44055
stress-ng-cpu,120,110522
chromium:gl0,120,11582
chromium:gdrv0,120,3497
chromium:gl0,120,1814
chromium,120,39425
chromium:gdrv0,120,13506
Compositor,120,66928
chromium:gl0,120,22834
stress-ng-cpu,120,30338
chromium,120,34746
chromium:cs0,120,5751
chromium,120,2565
stress-ng-cpu,120,2031670
chromium:cs0,120,29416
kworker/u96:3,120,26591
stress-ng-cpu,120,113377
chromium,120,87628
chromium:gl0,120,63662
chromium:gdrv0,120,3346
stress-ng-cpu,120,460773
kworker/u96:3,120,4078
stress-ng-cpu,120,3000415
stress-ng-cpu,120,979235
Chrome_ChildIOT,120,24287
Chrome_ChildIOT,120,36941
Chrome_ChildIOT,120,32271
stress-ng-cpu,120,411628
Chrome_ChildIOT,120,22884
Chrome_ChildIOT,120,32512
Chrome_ChildIOT,120,17313
stress-ng-cpu,120,126422
stress-ng-cpu,120,2258294
stress-ng-cpu,120,4452806
cosmic-comp,120,25218
kworker/u98:0,120,8867
surface-eDP-1,120,20148
stress-ng-cpu,120,275487
Chrome_ChildIOT,120,22944
Chrome_ChildIOT,120,35107
Chrome_ChildIOT,120,17283
stress-ng-cpu,120,429232
Compositor,120,137513
ThreadPoolForeg,120,8135
Compositor,120,2685
ThreadPoolForeg,120,3177
Compositor,120,3758
ThreadPoolForeg,120,62830
Compositor,120,102196
Chrome_ChildIOT,120,14137
Chrome_ChildIOT,120,37963
Chrome_ChildIOT,120,24828
chromium,120,1957939
Chrome_ChildIOT,120,32642
stress-ng-cpu,120,2762680
Chrome_ChildIOT,120,27041
chromium:gl0,120,23605
chromium:gdrv0,120,14337
Chrome_ChildIOT,120,35298
Chrome_ChildIOT,120,39686
Chrome_ChildIOT,120,31760
Compositor,120,44335
Chrome_ChildIOT,120,17994
Chrome_ChildIOT,120,35749
Chrome_ChildIOT,120,25339
Chrome_ChildIOT,120,30098
Chrome_ChildIOT,120,16862
Compositor,120,10500
stress-ng-cpu,120,3110777
Chrome_ChildIOT,120,32532
Compositor,120,50627
stress-ng-cpu,120,73250
Compositor,120,38503
stress-ng-cpu,120,122695
VizCompositorTh,120,302139
Compositor,120,41038
stress-ng-cpu,120,643792
stress-ng-cpu,120,195976
chromium,120,236472
Chrome_ChildIOT,120,25058
stress-ng-cpu,120,957814
Chrome_ChildIOT,120,36410
stress-ng-cpu,120,26471
chromium:gl0,120,287480
stress-ng-cpu,120,107015
Chrome_ChildIOT,120,28705
chromium,120,28855
Chrome_ChildIOT,120,38333
stress-ng-cpu,120,13025
chromium:gdrv0,120,70044
stress-ng-cpu,120,3428205
chromium:cs0,120,32191
chromium,120,16081
kworker/u96:3,120,24787
stress-ng-cpu,120,7464
chromium:cs0,120,16932
kworker/u96:3,120,5761
chromium,120,251291
chromium:cs0,120,4608
chromium,120,1934
stress-ng-cpu,120,271690
chromium:cs0,120,20299
kworker/u96:3,120,8225
stress-ng-cpu,120,349129
stress-ng-cpu,120,417920
chromium,120,525807
chromium:gl0,120,64694
chromium:gdrv0,120,2124
Chrome_ChildIOT,120,26591
chromium:gl0,120,1683
stress-ng-cpu,120,107787
chromium:gdrv0,120,19437
kworker/u96:3,120,4078
stress-ng-cpu,120,2635
kworker/u96:3,120,2204
chromium,120,125731
stress-ng-cpu,120,5120
Chrome_ChildIOT,120,40788
Chrome_ChildIOT,120,25969
chromium:gl0,120,55035
chromium:gdrv0,120,1463
chromium:gl0,120,1573
chromium:gdrv0,120,11743
Chrome_ChildIOT,120,34316
Chrome_ChildIOT,120,17895
stress-ng-cpu,120,17594
chromium:gl0,120,56278
chromium,120,115071
chromium:gdrv0,120,2064
chromium:gl0,120,1553
Chrome_ChildIOT,120,22042
chromium:gdrv0,120,16010
stress-ng-cpu,120,211946
Chrome_ChildIOT,120,47721
chromium:gl0,120,54694
chromium:gdrv0,120,1452
chromium:gl0,120,1523
chromium:gdrv0,120,11772
chromium:gl0,120,56128
chromium:gdrv0,120,3156
stress-ng-cpu,120,266200
Chrome_ChildIOT,120,28745
Chrome_ChildIOT,120,37562
stress-ng-cpu,120,192890
chromium,120,554181
Chrome_ChildIOT,120,21922
Chrome_ChildIOT,120,32452
Chrome_ChildIOT,120,23495
Chrome_ChildIOT,120,29767
Chrome_ChildIOT,120,16692
stress-ng-cpu,120,2231954
chromium:gl0,120,6362
chromium:gdrv0,120,13275
chromium:gl0,120,25689
stress-ng-cpu,120,2432858
stress-ng-cpu,120,63863
stress-ng-cpu,120,1969591
chromium,120,265018
Chrome_ChildIOT,120,24076
Chrome_ChildIOT,120,36180
chromium:gl0,120,305755
stress-ng-cpu,120,104380
chromium,120,18435
chromium:gdrv0,120,59424
stress-ng-cpu,120,38984
stress-ng-cpu,120,38544
chromium:gl0,120,60486
chromium:gdrv0,120,3216
chromium:gl0,120,1834
chromium:gdrv0,120,13045
chromium:gl0,120,59163
chromium:gdrv0,120,3136
chromium:gl0,120,1734
chromium,120,198170
chromium:gdrv0,120,20479
stress-ng-cpu,120,3214916
chromium:cs0,120,33043
kworker/u96:3,120,28675
chromium:gl0,120,58091
chromium:gdrv0,120,1583
chromium:gl0,120,1713
chromium:gdrv0,120,12884
chromium:gl0,120,58783
chromium:gdrv0,120,3146
chromium:gl0,120,1713
stress-ng-cpu,120,127534
chromium:gdrv0,120,16011
stress-ng-cpu,120,120120
chromium:cs0,120,21331
chromium:gl0,120,26551
stress-ng-cpu,120,2835
kworker/u96:3,120,8105
chromium:gl0,120,33595
chromium,120,45417
chromium:gdrv0,120,3296
chromium:gl0,120,1774
chromium:gdrv0,120,14457
stress-ng-cpu,120,40297
chromium:gl0,120,23355
stress-ng-cpu,120,2788649
stress-ng-cpu,120,53131
stress-ng-cpu,120,660465
chromium:gl0,120,61237
chromium:gdrv0,120,1744
chromium:gl0,120,1693
Chrome_ChildIOT,120,36610
chromium:gdrv0,120,13125
chromium,120,143866
Chrome_ChildIOT,120,37632
chromium:gl0,120,60315
chromium:gdrv0,120,1573
chromium:gl0,120,1683
chromium:gdrv0,120,12844
WebRTC_W_and_N,120,51538
chromium:gl0,120,40548
stress-ng-cpu,120,411107
kworker/u96:3,120,2645
stress-ng-cpu,120,73140
kworker/u96:3,120,2064
stress-ng-cpu,120,378695
Chrome_ChildIOT,120,20990
Chrome_ChildIOT,120,30689
Chrome_ChildIOT,120,13506
stress-ng-cpu,120,354289
kworker/u96:3,120,1903
stress-ng-cpu,120,911806
stress-ng-cpu,120,827955
stress-ng-cpu,120,432919
chromium:gl0,120,20850
chromium:gdrv0,120,1563
chromium:gl0,120,1663
Chrome_ChildIOT,120,21351
chromium:gdrv0,120,12143
chromium,120,76486
stress-ng-cpu,120,5210
Chrome_ChildIOT,120,37312
Chrome_ChildIOT,120,13786
chromium,120,39054
stress-ng-cpu,120,427339
chromium,120,1540209
Chrome_ChildIOT,120,20639
Chrome_ChildIOT,120,29938
Chrome_ChildIOT,120,21721
Chrome_ChildIOT,120,26301
Chrome_ChildIOT,120,13345
stress-ng-cpu,120,1936237
chromium:gl0,120,4008
chromium:gl0,120,83229
stress-ng-cpu,120,1963560
chromium:gdrv0,120,14467
stress-ng-cpu,120,53653
chromium:gl0,120,59454
chromium:gdrv0,120,3296
chromium:gl0,120,1794
chromium:gdrv0,120,12895
chromium:gl0,120,57700
chromium:gdrv0,120,3016
chromium:gl0,120,1704
chromium:gdrv0,120,12313
chromium,120,231393
stress-ng-cpu,120,7425
stress-ng-cpu,120,1706828
chromium:gl0,120,58963
chromium:gdrv0,120,3096
chromium:gl0,120,1734
Chrome_ChildIOT,120,23576
chromium,120,56197
chromium:gdrv0,120,12283
stress-ng-cpu,120,1868318
Chrome_ChildIOT,120,34335
stress-ng-cpu,120,23785
chromium:gl0,120,55937
chromium:gdrv0,120,1523
chromium:gl0,120,1674
chromium:gdrv0,120,12243
Chrome_ChildIOT,120,29005
Chrome_ChildIOT,120,33294
chromium:gl0,120,57681
chromium:gdrv0,120,3146
chromium:gl0,120,1723
chromium:gdrv0,120,12193
chromium:gl0,120,22533
stress-ng-cpu,120,174494
stress-ng-cpu,120,56268
chromium:gl0,120,58852
chromium:gdrv0,120,3046
chromium:gl0,120,1743
chromium,120,136371
chromium:gdrv0,120,18937
stress-ng-cpu,120,3012348
chromium:cs0,120,31550
chromium:gl0,120,55627
kworker/u96:3,120,27804
chromium:gdrv0,120,3397
chromium:gl0,120,1643
chromium:gdrv0,120,12284
chromium:gl0,120,58061
chromium:gdrv0,120,3076
chromium,120,111203
stress-ng-cpu,120,443931
Chrome_ChildIOT,120,24838
Chrome_ChildIOT,120,41830
Chrome_ChildIOT,120,17784
stress-ng-cpu,120,545064
kworker/u96:3,120,4038
stress-ng-cpu,120,418201
Chrome_ChildIOT,120,22383
Chrome_ChildIOT,120,31961
Chrome_ChildIOT,120,16822
stress-ng-cpu,120,14909
chromium,120,1138941
Chrome_ChildIOT,120,21861
Chrome_ChildIOT,120,28534
stress-ng-cpu,120,2390848
stress-ng-cpu,120,3159980
chromium:gl0,120,3828
chromium:gdrv0,120,14057
Chrome_ChildIOT,120,38724
Chrome_ChildIOT,120,37722
chromium:gl0,120,136411
stress-ng-cpu,120,3315348
chromium,120,25088
chromium:gdrv0,120,29497
stress-ng-cpu,120,3817
stress-ng-cpu,120,38664
stress-ng-cpu,120,177570
chromium,120,65245
stress-ng-cpu,120,3246
